kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 38 : 130048 780432 0 0 0 0 0 0 0 
_1.ptx 39 : 130048 1300592 0 0 0 0 0 0 0 
_1.ptx 40 : 130048 930320 0 8128 8128 0 0 0 0 
_1.ptx 41 : 130048 1329392 0 0 0 0 0 0 0 
_1.ptx 42 : 130048 1722224 0 0 0 0 0 0 0 
_1.ptx 43 : 130048 1737520 0 0 0 0 0 0 0 
_1.ptx 44 : 130048 914064 0 0 0 0 0 0 0 
_1.ptx 45 : 130048 1340464 0 0 0 0 0 0 0 
_1.ptx 46 : 130048 1700752 0 0 0 0 0 0 0 
_1.ptx 47 : 130048 1413184 0 0 0 0 0 0 0 
_1.ptx 48 : 130048 1437184 0 0 0 0 0 0 0 
_1.ptx 49 : 130048 933696 0 0 0 0 0 0 0 
_1.ptx 50 : 130048 945456 0 0 0 0 0 0 0 
_1.ptx 51 : 130048 1452848 0 0 0 0 0 0 0 
_1.ptx 52 : 130048 857456 0 0 0 0 0 0 0 
_1.ptx 53 : 130048 1379264 0 0 0 0 0 0 0 
_1.ptx 54 : 130048 1398672 0 0 0 0 0 0 0 
_1.ptx 55 : 130048 1066896 0 0 0 0 0 0 0 
_1.ptx 56 : 130048 1497248 0 0 0 0 0 0 0 
_1.ptx 57 : 130048 1588288 0 0 0 0 0 0 0 
_1.ptx 58 : 130048 1606512 0 0 0 0 0 0 0 
_1.ptx 59 : 130048 1235536 0 0 0 0 0 0 0 
_1.ptx 60 : 130048 1186336 0 0 0 0 0 0 0 
_1.ptx 61 : 130048 1181456 0 0 0 0 0 0 0 
_1.ptx 62 : 130048 1143312 0 0 0 0 0 0 0 
_1.ptx 63 : 130048 1515648 0 0 0 0 0 0 0 
_1.ptx 64 : 130048 1490304 0 0 0 0 0 0 0 
_1.ptx 65 : 130048 1462880 0 0 0 0 0 0 0 
_1.ptx 66 : 130048 1451264 0 0 0 0 0 0 0 
_1.ptx 67 : 130048 1447248 0 0 0 0 0 0 0 
_1.ptx 68 : 130048 73596272 1554560 0 0 12160 8128 0 0 
_1.ptx 69 : 130048 1376304 0 0 0 0 0 0 0 
_1.ptx 70 : 130048 85764208 1554560 0 0 12160 8128 0 0 
_1.ptx 71 : 130048 1311376 0 0 0 0 0 0 0 
_1.ptx 72 : 130048 81160016 1554560 0 0 12160 8128 0 0 
_1.ptx 73 : 130048 1306512 0 0 0 0 0 0 0 
_1.ptx 74 : 130048 75474112 1554560 0 0 12160 8128 0 0 
_1.ptx 75 : 130048 22205040 0 8128 8128 0 0 0 0 
_1.ptx 76 : 130048 16698032 0 8128 8128 0 0 0 0 
_1.ptx 77 : 130048 13143904 0 8128 8128 0 0 0 0 
_1.ptx 78 : 130048 786496 0 0 0 0 0 0 0 
_1.ptx 79 : 130048 789808 0 0 0 0 0 0 0 
_1.ptx 80 : 130048 13002080 0 8128 8128 0 0 0 0 
_1.ptx 81 : 130048 1321360 0 0 0 0 0 0 0 
_1.ptx 82 : 130048 1449152 0 0 0 0 0 0 0 
_1.ptx 83 : 130048 1314944 0 0 0 0 0 0 0 
_1.ptx 84 : 130048 1438128 0 0 0 0 0 0 0 
_1.ptx 85 : 130048 1437216 0 0 0 0 0 0 0 
_1.ptx 86 : 130048 1436320 0 0 0 0 0 0 0 
_1.ptx 87 : 130048 1441376 0 0 0 0 0 0 0 
_1.ptx 88 : 130048 927664 0 0 0 0 0 0 0 
_1.ptx 89 : 130048 924048 0 0 0 0 0 0 0 
_1.ptx 90 : 130048 923008 0 0 0 0 0 0 0 
_1.ptx 91 : 130048 919104 0 0 0 0 0 0 0 
_1.ptx 92 : 130048 1304224 0 0 0 0 0 0 0 
_1.ptx 93 : 130048 1304144 0 0 0 0 0 0 0 
_1.ptx 94 : 130048 1306512 0 0 0 0 0 0 0 
_1.ptx 95 : 130048 1305632 0 0 0 0 0 0 0 
_1.ptx 96 : 130048 1307600 0 0 0 0 0 0 0 
_1.ptx 97 : 130048 60536000 1554432 0 0 12160 8128 0 0 
_1.ptx 98 : 130048 1307392 0 0 0 0 0 0 0 
_1.ptx 99 : 130048 64867168 1554432 0 0 12160 8128 0 0 
_1.ptx 100 : 130048 1305552 0 0 0 0 0 0 0 
_1.ptx 101 : 130048 66564368 1554432 0 0 12160 8128 0 0 
_1.ptx 102 : 130048 1306880 0 0 0 0 0 0 0 
_1.ptx 103 : 130048 69212048 1554432 0 0 12160 8128 0 0 
_1.ptx 104 : 130048 784976 0 0 0 0 0 0 0 
_1.ptx 105 : 130048 18042704 0 8128 8128 0 0 0 0 
_1.ptx 106 : 130048 1447200 0 0 0 0 0 0 0 
_1.ptx 107 : 130048 14700432 0 8128 8128 0 0 0 0 
_1.ptx 108 : 130048 1700112 0 0 0 0 0 0 0 
_1.ptx 109 : 130048 14314400 0 8128 8128 0 0 0 0 
_1.ptx 110 : 130048 925472 0 0 0 0 0 0 0 
_1.ptx 111 : 130048 14620000 0 8128 8128 0 0 0 0 
_1.ptx 112 : 130048 1315952 0 0 0 0 0 0 0 
_1.ptx 113 : 130048 1439152 0 0 0 0 0 0 0 
_1.ptx 114 : 130048 1699872 0 0 0 0 0 0 0 
_1.ptx 115 : 130048 1552080 0 0 0 0 0 0 0 
_1.ptx 116 : 130048 1439104 0 0 0 0 0 0 0 
_1.ptx 117 : 130048 1441664 0 0 0 0 0 0 0 
_1.ptx 118 : 130048 1439168 0 0 0 0 0 0 0 
_1.ptx 119 : 130048 924832 0 0 0 0 0 0 0 
_1.ptx 120 : 130048 923136 0 0 0 0 0 0 0 
_1.ptx 121 : 130048 923728 0 0 0 0 0 0 0 
_1.ptx 122 : 130048 917888 0 0 0 0 0 0 0 
_1.ptx 123 : 130048 1307744 0 0 0 0 0 0 0 
_1.ptx 124 : 130048 1309344 0 0 0 0 0 0 0 
_1.ptx 125 : 130048 1308320 0 0 0 0 0 0 0 
_1.ptx 126 : 130048 1311824 0 0 0 0 0 0 0 
_1.ptx 127 : 130048 1306384 0 0 0 0 0 0 0 
_1.ptx 128 : 130048 62879152 1554304 0 0 12160 8128 0 0 
_1.ptx 129 : 130048 1303248 0 0 0 0 0 0 0 
_1.ptx 130 : 130048 65918448 1554304 0 0 12160 8128 0 0 
_1.ptx 131 : 130048 1306272 0 0 0 0 0 0 0 
_1.ptx 132 : 130048 70757376 1554304 0 0 12160 8128 0 0 
_1.ptx 133 : 130048 1304672 0 0 0 0 0 0 0 
_1.ptx 134 : 130048 71005248 1554304 0 0 12160 8128 0 0 
_1.ptx 135 : 130048 20634832 0 8128 8128 0 0 0 0 
_1.ptx 136 : 130048 17598272 0 8128 8128 0 0 0 0 
_1.ptx 137 : 130048 1440432 0 0 0 0 0 0 0 
_1.ptx 138 : 130048 16935808 0 8128 8128 0 0 0 0 
_1.ptx 139 : 130048 784720 0 0 0 0 0 0 0 
_1.ptx 140 : 130048 1449840 0 0 0 0 0 0 0 
_1.ptx 141 : 130048 1696144 0 0 0 0 0 0 0 
_1.ptx 142 : 130048 17710352 0 8128 8128 0 0 0 0 
_1.ptx 143 : 130048 919072 0 0 0 0 0 0 0 
_1.ptx 144 : 130048 788160 0 0 0 0 0 0 0 
_1.ptx 145 : 130048 1699552 0 0 0 0 0 0 0 
_1.ptx 146 : 130048 1444016 0 0 0 0 0 0 0 
_1.ptx 147 : 130048 1422288 0 0 0 0 0 0 0 
_1.ptx 148 : 130048 1444656 0 0 0 0 0 0 0 
_1.ptx 149 : 130048 1435440 0 0 0 0 0 0 0 
_1.ptx 150 : 130048 1436976 0 0 0 0 0 0 0 
_1.ptx 151 : 130048 1452704 0 0 0 0 0 0 0 
_1.ptx 152 : 130048 928560 0 0 0 0 0 0 0 
_1.ptx 153 : 130048 923008 0 0 0 0 0 0 0 
_1.ptx 154 : 130048 921664 0 0 0 0 0 0 0 
_1.ptx 155 : 130048 927120 0 0 0 0 0 0 0 
_1.ptx 156 : 130048 1308704 0 0 0 0 0 0 0 
_1.ptx 157 : 130048 1309632 0 0 0 0 0 0 0 
_1.ptx 158 : 130048 1313776 0 0 0 0 0 0 0 
_1.ptx 159 : 130048 1311008 0 0 0 0 0 0 0 
_1.ptx 160 : 130048 1307136 0 0 0 0 0 0 0 
_1.ptx 161 : 130048 68552416 1554048 0 0 12160 8128 0 0 
_1.ptx 162 : 130048 1302960 0 0 0 0 0 0 0 
_1.ptx 163 : 130048 69678224 1554048 0 0 12160 8128 0 0 
_1.ptx 164 : 130048 1304784 0 0 0 0 0 0 0 
_1.ptx 165 : 130048 71472992 1039232 0 0 8128 8128 0 0 
_1.ptx 166 : 130048 1310544 0 0 0 0 0 0 0 
_1.ptx 167 : 130048 70316192 1562240 0 0 12224 8128 0 0 
_1.ptx 168 : 130048 21653360 0 8128 8128 0 0 0 0 
_1.ptx 169 : 130048 20057280 0 8128 8128 0 0 0 0 
_1.ptx 170 : 130048 20411968 0 8128 8128 0 0 0 0 
_1.ptx 171 : 130048 19484512 0 8128 8128 0 0 0 0 
_1.ptx 172 : 130048 784656 0 0 0 0 0 0 0 
_1.ptx 173 : 130048 927120 0 0 0 0 0 0 0 
_1.ptx 174 : 130048 929136 0 0 0 0 0 0 0 
_1.ptx 175 : 130048 1440064 0 0 0 0 0 0 0 
_1.ptx 176 : 130048 1056656 0 0 0 0 0 0 0 
_1.ptx 177 : 130048 925520 0 0 0 0 0 0 0 
_1.ptx 178 : 130048 57614 0 0 0 0 0 0 0 
_1.ptx 179 : 130048 82126 0 0 0 0 0 0 0 
_1.ptx 180 : 130048 3556139 981248 0 0 8128 8128 0 0 
_1.ptx 181 : 130048 1976696 0 8128 8128 0 0 0 0 
_1.ptx 182 : 130048 25025792 0 8128 8128 0 0 0 0 
_1.ptx 183 : 130048 1450048 0 0 0 0 0 0 0 
_1.ptx 184 : 130048 1700816 0 0 0 0 0 0 0 
_1.ptx 185 : 130048 929056 0 0 0 0 0 0 0 
_1.ptx 186 : 130048 1696448 0 0 0 0 0 0 0 
_1.ptx 187 : 130048 1311584 0 0 0 0 0 0 0 
_1.ptx 188 : 130048 1437808 0 0 0 0 0 0 0 
_1.ptx 189 : 130048 922800 0 0 0 0 0 0 0 
_1.ptx 190 : 130048 1311760 0 0 0 0 0 0 0 
_1.ptx 191 : 130048 189862736 16390016 0 0 130048 8128 0 0 
_1.ptx 192 : 130048 33263968 0 8128 8128 0 0 0 0 
